full_path,file_name,dir_path,repo,loginflow,tenantflow,authenflow,authflow,usercreation,tenantcreation,tenantmodifcation
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TenantEventPublisherImpl.java,TenantEventPublisherImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,0,1,1,1,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TenantManagerServiceImpl.java,TenantManagerServiceImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,0,1,1,0,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TenantStreamReaderServiceImpl.java,TenantStreamReaderServiceImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,0,1,0,0,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TenantTools.java,TenantTools.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,0,1,0,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TenantToolsImpl.java,TenantToolsImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,1,1,0,0,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/TMEmailHandler.java,TMEmailHandler.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,1,0,0,0,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/BaseDistributedLockService.java,BaseDistributedLockService.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,0,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/CadebillTenantUpdater.java,CadebillTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,1,1,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/CustomerTenantUpdater.java,CustomerTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,0,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/DraftTenantUpdater.java,DraftTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,0,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/EmptyTenantUpdater.java,EmptyTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,1,0,0,0,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/InternalTenantUpdater.java,InternalTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,1,0,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/PartnerTenantUpdater.java,PartnerTenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,0,1,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/PartnerUpdater.java,PartnerUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,1,0,0,1,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/PartnerUpdaterImpl.java,PartnerUpdaterImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,1,0,1,0,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/ScheduledTrialTenantExpiryUpdater.java,ScheduledTrialTenantExpiryUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,1,1,1,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/TenantAsyncBPUpdaterService.java,TenantAsyncBPUpdaterService.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,1,1,0,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/TenantUpdater.java,TenantUpdater.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,0,1,1,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/TenantUpdaterBase.java,TenantUpdaterBase.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,0,1,0,1,0,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/TenantUpdaterFactory.java,TenantUpdaterFactory.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/updater/,saas-platform-ms-tenant-manager,1,1,1,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/ScheduledUserCountProcessor.java,ScheduledUserCountProcessor.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,0,0,0,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/UserAuditStreamReaderServiceImpl.java,UserAuditStreamReaderServiceImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/UserCountProcessorHelper.java,UserCountProcessorHelper.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,1,1,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/UserCountProcessorServiceImpl.java,UserCountProcessorServiceImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,0,1,1,1,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/UserCountService.java,UserCountService.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,0,0,1,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/UserCountServiceImpl.java,UserCountServiceImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/usercountprocessor/,saas-platform-ms-tenant-manager,1,1,0,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/util/TenantManagerUtils.java,TenantManagerUtils.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/util/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CadebillTenantUpdateRequestValidator.java,CadebillTenantUpdateRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,1,0,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CreateInternalTenantRequestValidator.java,CreateInternalTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,1,0,0,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CreatePartnerTenantRequestValidator.java,CreatePartnerTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CreateTenantInUHRequestValidator.java,CreateTenantInUHRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CreateTenantRequestAbstractValidator.java,CreateTenantRequestAbstractValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,1,1,0,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/CreateTenantRequestValidator.java,CreateTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,1,0,0,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/DraftTenantRequestValidator.java,DraftTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,0,1,1,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/GetTenantBySchemaNameValidator.java,GetTenantBySchemaNameValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/GetTenantDetailsValidator.java,GetTenantDetailsValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/GetTenantsByIdValidator.java,GetTenantsByIdValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/ICBusinessUnitRequestValidator.java,ICBusinessUnitRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,1,0,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/MigrationTenantRequestValidator.java,MigrationTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,1,0,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/PresenceSyncRequestValidator.java,PresenceSyncRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,0,0,0,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/SearchFilterValidator.java,SearchFilterValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,1,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/TenantDeleteInfoRequestValidator.java,TenantDeleteInfoRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,1,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/TenantRequestAbstractValidator.java,TenantRequestAbstractValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,0,1,0,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/UpdateDraftTenantRequestValidator.java,UpdateDraftTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,1,1,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/UpdatePartnerTenantRequestValidator.java,UpdatePartnerTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/UpdateTenantRequestAbstractValidator.java,UpdateTenantRequestAbstractValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,1,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/UpdateTenantRequestValidator.java,UpdateTenantRequestValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,0,1,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/UserCountProcessorInputValidator.java,UserCountProcessorInputValidator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,0,1,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/ValidationTools.java,ValidationTools.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/validation/,saas-platform-ms-tenant-manager,1,0,1,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/config.properties,config.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/create_default_user_response_to_tenant_event_user_details_dozer_mapping.vm,create_default_user_response_to_tenant_event_user_details_dozer_mapping.vm,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,1,0,1,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/default-autoscaling.properties,default-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,1,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/dev-autoscaling.properties,dev-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,1,1,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/icpune-perf-autoscaling.properties,icpune-perf-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,0,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/logback.xml,logback.xml,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,1,1,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/nice_service.properties,nice_service.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,0,0,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/perf-autoscaling.properties,perf-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,1,1,0,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-au-autoscaling.properties,production-au-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,0,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-autoscaling.properties,production-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,0,0,1,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-ca-autoscaling.properties,production-ca-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,1,0,0,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-de-autoscaling.properties,production-de-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,0,0,1,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-fedramp-autoscaling.properties,production-fedramp-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,1,0,1,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/production-uk-autoscaling.properties,production-uk-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,1,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/Atos_Version_1.json,Atos_Version_1.json,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/,saas-platform-ms-tenant-manager,0,0,1,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/Fuze_Version_1.json,Fuze_Version_1.json,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/,saas-platform-ms-tenant-manager,0,1,1,1,1,0,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/Fuze_Version_2.json,Fuze_Version_2.json,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/,saas-platform-ms-tenant-manager,1,0,1,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/RingCentral_Version_1.json,RingCentral_Version_1.json,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/psa/,saas-platform-ms-tenant-manager,0,0,0,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/rest_api_params_to_ic_login_validation_rest_api_body_dozer_mapping.vm,rest_api_params_to_ic_login_validation_rest_api_body_dozer_mapping.vm,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,0,1,1,0,1,0
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/staging-autoscaling.properties,staging-autoscaling.properties,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,0,1,1,1,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/tenant_license_application_to_entity_dozer_mapping.vm,tenant_license_application_to_entity_dozer_mapping.vm,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,0,0,0,0,1
/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/tenant_to_entity_dozer_mapping.vm,tenant_to_entity_dozer_mapping.vm,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/resources/,saas-platform-ms-tenant-manager,0,1,0,0,1,0,0
